,citytype_at_2050,REGION,State_name,CensusPop_20,ssp22050,ssp22100,NAMELSAD,volume_m3_perCap_2020,length_m_perCap_2020,volume_m3_perCap_2050,length_m_perCap_2050,volume_m3_perCap_2100,length_m_perCap_2100
86,rural,West,04,212471.0,216940.234884549,196567.54323344,300,739.0739454812526,62.93549856368296,768.127608041641,62.65897655246046,930.7770344651187,76.99779139553524
87,rural,West,06,459050.0,484424.05215728,474702.101440073,610,789.7910704099821,60.371453739157175,810.6798756111327,58.71717229879745,897.2253350235962,61.89995526966493
88,rural,West,08,171358.0,189680.238760499,198172.63659427,283,842.4802997129372,52.31085187953643,871.8873774509806,50.60173580560022,974.3221421786596,54.68462010736883
89,rural,West,15,82847.0,106520.2749151,151253.3153038,63,420.8858585089922,14.33404048,366.6603613430358,10.962026282538774,288.64761058292703,7.870248867058019
90,rural,West,16,127350.0,131651.455931403,131943.674711228,176,826.1220291745726,45.88322815121778,870.6726696989658,46.57592697231664,975.5931665642972,54.170914794411296
91,rural,West,30,174863.0,194154.637159115,219887.721658051,387,1004.0693498452014,86.36835004586018,984.0487604697576,84.63296015680497,964.1432140722568,78.8814241196098
92,rural,West,32,51127.0,53244.81698346,52181.58242874,78,907.8165099766195,91.33781590670796,964.4328732866745,79.39007576272962,1061.00681346511,94.78307668371772
93,rural,West,35,190726.0,194412.784835961,188152.263909875,372,945.0663989452551,86.82155348260342,1027.6597795026696,93.69113151905195,1311.5977727033255,115.8251732269492
94,rural,West,41,170232.0,180388.682001249,174935.930146709,232,892.190080928007,34.764773678434146,872.3636941850214,34.91700229998874,959.1019684016445,38.929745910387794
95,rural,West,49,126101.0,150409.635624838,172555.115355254,195,929.5021615686276,52.33324153824411,840.1674325166973,44.2793280495418,822.9447519987725,47.931846906947975
96,rural,West,53,215009.0,246122.06727982,276520.01530201,284,829.266273333455,40.359211484806224,827.1585862783961,37.26581670675938,817.9402263529735,41.12531901827821
97,rural,West,56,83142.0,93315.069915116,107451.841574383,164,945.5224939604195,73.25063736508994,936.7790012150599,69.80958753357527,949.1333439631027,71.73949999303917
98,suburban,Midwest,17,662785.0,684354.42035548,631524.22565144,172,844.8852490172565,19.828805977356005,875.1707842659528,20.474008471998566,996.6133953128306,23.67692183134593
99,suburban,Midwest,18,295657.0,316440.26768211,312806.49984179,80,905.4293215518392,19.38553084267215,911.8794904085419,18.296843423474563,989.6383223289206,19.757382532461044
100,suburban,Midwest,19,127798.0,153234.6780905,189106.522357,34,910.0346790261125,18.88674506897385,902.2458910543355,16.591624532627215,895.6163315264607,14.957815592830613
101,suburban,Midwest,20,118404.0,126737.7829868,132896.2386639,26,1147.6878605245488,21.149090721711637,1140.6853153863653,19.285498713678862,1175.9875464858765,19.677460997913244
102,suburban,Midwest,26,487309.0,497055.42289570003,462118.1032172,106,875.8735255015523,17.89012789720829,916.5781597930265,17.963340047021013,1034.7702092426935,19.94861252537192
103,suburban,Midwest,27,201187.0,228115.0758893,253112.7811335,54,769.9395633902076,18.62825386865628,775.8361544215347,17.708851193983556,781.552779022306,16.876256584725507
104,suburban,Midwest,29,290476.0,326405.94052051,343881.81581093,103,1111.693393894267,18.801463838591296,1099.44497201873,16.118657335276843,1116.2243048145206,14.888685054287404
105,suburban,Midwest,31,31961.0,37769.8071289,44011.2349067,9,876.8389370485036,21.552415700292656,870.02125081184,18.7533834286526,862.1608739319096,15.0558253313931
106,suburban,Midwest,38,15084.0,20937.403108,34119.947811,4,573.5406378735378,27.887981218953648,548.4569481897455,18.222196115914205,519.1485133196198,11.312117947087778
107,suburban,Midwest,39,765691.0,790146.623855,744063.90633908,224,794.3750539672332,17.61981700271366,833.8761072800194,17.584508522994625,943.0060676834943,20.02660295983693
108,suburban,Midwest,46,39989.0,53020.1150425,78660.555142,15,603.5614771352328,23.776431094237285,595.8686524217097,17.427949008983322,582.5842437465534,12.34222910827138
109,suburban,Midwest,55,271103.0,292630.9516471,291790.3719006,63,976.8625477934212,19.472379063250884,962.1961175930436,18.93995771903685,1046.4863965487602,19.845158489493254
110,suburban,Northeast,09,196746.0,200778.42905910002,198469.1365811,56,531.3813924498075,13.930688849633828,538.0732385648931,14.02169165343826,635.7978796477564,14.165121454930244
111,suburban,Northeast,23,94537.0,99625.3035778,96889.1051528,22,568.8734565610516,22.336884097294707,599.3134793981137,21.593550700662572,662.5008397903503,22.021554166103385
112,suburban,Northeast,25,206981.0,226041.498355,232766.9714014,62,845.0506046515336,20.231138604248173,843.4524435979221,18.610906414618327,873.850721370409,20.208618593787058
113,suburban,Northeast,33,81555.0,83042.2447381,75834.2779447,20,474.51128132884037,18.940900448466614,484.3204602070597,17.679834648006302,553.7526054820838,18.843633764598284
114,suburban,Northeast,34,1151255.0,1264991.3949884,1322356.5077305,263,764.8226702695213,12.870029091592931,758.9291089179465,12.044119180833269,802.9281571702204,12.785460671883136
115,suburban,Northeast,36,1250389.0,1307568.675645,1267838.7073111,326,642.6325048563031,14.021858846041578,661.9397255309261,13.76381894143326,733.2894456599898,14.85134978691335
116,suburban,Northeast,42,1863566.0,1987516.46792154,2022821.35980005,610,702.5546296345806,14.233805767827697,723.1541028765491,13.54052131425702,776.9315638613125,13.407662502129153
117,suburban,Northeast,44,49681.0,51592.357462,51731.909474399996,10,743.8151417436848,16.496254951721873,747.1696832805413,15.783781776975275,773.89922655133,15.778519390350532
118,suburban,Northeast,50,61926.0,61738.0526436,57611.960192,18,522.2651914544506,22.75981693044611,563.3007222197858,22.666383463844326,634.8349783581166,24.40131898720506
119,suburban,South,01,270934.0,290648.2849651,282307.4270584,62,804.6532617703174,32.19524315791666,812.5298610841985,31.436008015487147,881.6523758776847,32.797565704145654
120,suburban,South,05,110950.0,121858.1014636,130721.14412489,32,746.7081785928185,30.903473138129463,779.0873068249073,28.287971208715362,825.9039354563554,30.574080194347225
121,suburban,South,10,84695.0,102834.5223542,116863.3487546,26,667.908416941993,14.645577217834564,654.9406795032019,12.251670510987378,648.3937200710657,11.141055106993417
122,suburban,South,12,901718.0,1176877.2595617,1403655.5266992,223,1223.9455943098235,17.609939888900524,1201.7259986530055,14.134831200150565,1184.8592748432714,12.042015153988864
123,suburban,South,13,393818.0,454504.36511969997,491313.4842612,90,723.1142488445698,25.063466312822175,741.9589947196323,23.53932411654379,783.1237557477261,23.75163172850774
124,suburban,South,21,344020.0,385033.268278,395294.5681461,146,1099.4109874793132,16.77326887690493,1099.6128368544864,14.484769054365916,1129.8774276428412,13.472303961866325
125,suburban,South,22,313214.0,347939.5521796,368840.6281166,68,883.6287021092019,21.771856901473264,908.476680159923,21.042486288613688,990.5115793835625,21.064771996348775
126,suburban,South,24,287272.0,339913.252466,384079.1230549,79,680.2950396773551,14.38968925091046,687.1781793899609,12.451327082858963,704.33023634131,11.324057969493754
127,suburban,South,28,137514.0,153813.28028819998,162759.9725646,33,618.4080313994439,25.835038734537164,641.0072047423655,27.35494743938671,781.5175203084378,29.122763433753367
128,suburban,South,37,491647.0,562850.7700959,606450.7554255,141,741.4211837327525,28.96849121274193,759.3118696094191,27.246859768568196,786.0168092966052,27.75198604228349
129,suburban,South,40,91855.0,109163.4134824,131857.6733913,26,978.3013233513756,32.89358859548868,970.5894906173392,28.335524959024156,978.930404870948,24.08043852020019
130,suburban,South,45,338012.0,406326.3406906,462642.1473341,93,778.8600426938762,27.471603298703705,793.7518124218914,24.17606880048035,856.6589721027458,21.367598809332403
131,suburban,South,47,207986.0,238245.1623115,262186.2991087,54,765.1572651270873,27.909111047921783,769.9160104775381,25.208840915907388,841.9450158899332,25.456225936470133
132,suburban,South,48,624695.0,856998.7436379,1108439.4715213,166,711.7460109402638,17.878869980105655,703.5191387513523,13.320392957258953,711.8687105734244,11.373175553939754
133,suburban,South,51,355921.0,438043.5688162,504160.8493725,75,736.6543156581002,15.0101092936074,736.3343336701639,12.976832216371577,747.828659263953,11.35109657810655
134,suburban,South,54,185496.0,194787.004339,193926.2121173,86,651.1148740714744,22.76842335769597,715.2018990297947,22.92527423658575,833.3545175692072,28.37366932010461
135,suburban,West,04,127260.0,137181.28379339998,136329.6853014,37,806.1464452339513,30.47008389819549,837.7280935772203,31.01597271475899,987.3161567635389,31.32595831188784
136,suburban,West,06,843753.0,1010073.7113707,1113742.8364489,205,788.743603612975,15.190945506080784,777.1621145970282,12.830821521565056,777.4761320771009,11.767660320831304
137,suburban,West,08,192677.0,257522.9507876,315776.6274368,42,912.8283077114279,15.909170755681345,881.337212670408,13.45641003604027,860.1248910315157,12.089768398621931
138,suburban,West,15,86454.0,109483.8046641,150522.968528,25,637.3438623970299,10.301717775900276,621.1644769146299,8.471224809947161,599.2219137817233,6.15655235941627
139,suburban,West,16,65230.0,73174.0034605,78502.91838,19,838.055619320899,23.08873783998919,823.2600789348737,20.066583447396905,841.1913787937092,17.83963426250918
140,suburban,West,30,47885.0,59995.66605,74809.328766,10,1093.8094885712171,25.700661092830607,1066.8725218267432,22.46373075996382,1042.5488967600525,19.90293449165925
141,suburban,West,32,69393.0,80788.0400918,87902.835333,16,832.8192725915578,21.315291914178417,822.0652534514558,19.978046511311497,820.7959011497619,18.777808190377137
142,suburban,West,35,130743.0,137299.9342646,141412.5205475,45,972.3533296768592,28.01029923241981,992.829865106018,27.82820991885092,1084.1037149455765,28.118620040523027
143,suburban,West,41,241225.0,287044.4042499,319531.5357557,58,998.6880537889397,14.91557067690855,985.3631028839604,13.617286261967491,974.158683075726,13.1647657433465
144,suburban,West,49,114582.0,150847.9155599,190598.1850404,23,707.5574205654175,19.490895248949176,694.0803964295254,15.393741639517504,671.1419178588643,12.442942250260208
145,suburban,West,53,388782.0,478893.1699935,568943.9553343,92,905.5986931323764,16.04116495741461,890.0900858661278,13.655182419740907,874.9680948934063,11.501997203637965
146,suburban,West,56,20304.0,23971.063568600002,28405.1549803,6,778.3648813460436,17.20799076427671,764.3906074729771,13.917201459934514,755.1609282316977,10.543047739630273
147,urban,Midwest,17,4576.0,4540.997235,3656.310406,1,385.25131118881126,4.997723984414336,393.23296527898015,5.07146188878232,488.42201732271553,6.299099681881968
148,urban,Northeast,34,66462.0,68637.01268,64149.8152443,15,564.2750324117343,6.940064678236805,609.8496500306297,7.408964585442512,796.5995573337864,9.428095479762057
149,urban,Northeast,36,55357.0,65988.347459,74190.864096,9,357.69821397014647,4.221299364544043,350.3170352017356,3.825985207051228,345.2225195751439,3.57735453753766
150,urban,Northeast,42,83569.0,88686.452464,87908.7759135,15,568.0994675118726,6.397522605851875,562.2292151577859,6.225622217852195,604.8612697853881,6.518182296248836
151,urban,South,12,85294.0,109423.0609607,130127.3473025,21,1068.9365755131485,9.409047861515152,1049.9059634427997,8.168650239751768,1030.504406104037,7.478628553866074
152,urban,South,24,36393.0,46468.514055,57379.916336,5,457.2624454068674,3.854851730515464,447.2756690601637,3.351623739265195,439.8051348932659,2.926495520357073
153,urban,South,51,9131.0,11556.529,13885.0655,1,362.2802918736217,2.329725367982696,354.1268318637695,2.046657151716059,348.1579516737883,1.8305761516697243
154,urban,West,06,20317.0,25778.435249000002,28831.650158999997,3,576.7146669842025,5.988226461886017,562.9834092657354,5.13120464904624,560.5300753804981,4.654888493173714
155,urban,West,08,4613.0,6758.622802,8974.132627,1,675.0643790141257,2.8596741559700845,652.4016514112624,2.3420311851143425,636.3067961829663,1.9826166238066096
